tab	sites
site	location	age	age_sigma	age_unit	analysts	citations	criteria	description	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_polarity	dir_r	dir_tilt_correction	geologic_classes	geologic_types	int_abs	int_abs_sigma	int_abs_sigma_perc	int_n_samples	lat	lithologies	lon	magic_method_codes	method_codes	result_quality	result_type	samples	software_packages	specimens	vadm	vadm_n_samples	vadm_sigma	vdm	vdm_n_samples	vdm_sigma	vgp_dm	vgp_dp	vgp_lat	vgp_lon	vgp_n_samples
mc200	McMurdo	0.073	0.005	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															1.431e-05	1.2220000000000001e-06	8.545	3.0	-77.54995		166.16148	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM		i	mc200c : mc200i:mc200b	pmagpy-2.60	mc200c1 : mc200i1:mc200b1	1.883e+22	3.0	1.609e+21	1.883e+22	3.0	1.609e+21					
mc200						This study																																									
mc201	McMurdo	0.08900000000000001	0.005	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.4	A	256.8	-79.6	385.7	6.0		6.0	0.0	n	5.987	0.0	Extrusive:Igneous	Lava Flow					-77.56284000000001	Phonolite	166.21958	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM				pmagpy-2.60	mc201b2 : mc201c1 : mc201d1 : mc201e1 : mc201j1:mc201a1											
mc201	McMurdo	0.08900000000000001	0.005	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.4		256.8	-79.6	385.7	6.0	6.0				5.987	0.0							-77.5628		166.2196	DE-DI:DE-FM	DE-DI:DE-FM		i		pmagpy-2.60	mc201b2 : mc201c1 : mc201d1 : mc201e1 : mc201j1:mc201a1							4.1	6.6	64.1	36.5	6.0
mc201						This study																																									
mc202	McMurdo	0.539	0.006	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	1.3	A	341.0	-47.1	3519.1	5.0		5.0	0.0	n	4.9989	0.0	Extrusive:Igneous	Lava Flow					-77.65674	Phonolite	166.36424	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM				pmagpy-2.60	mc202d1 : mc202f1 : mc202h1 : mc202j1:mc202c1											
mc202	McMurdo	0.539	0.006	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	1.3		341.0	-47.1	3519.1	5.0	5.0				4.9989	0.0							-77.6567		166.3642	DE-DI:DE-FM	DE-DI:DE-FM		i		pmagpy-2.60	mc202d1 : mc202f1 : mc202h1 : mc202j1:mc202c1							0.4	2.5	39.9	144.4	5.0
mc202						This study																																									
mc203	McMurdo	4.0	4.0	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	1.8	A	137.0	77.1	1785.1	5.0		5.0	0.0	r	4.9978	0.0	Intrusive:Igneous	Volcanic Dike					-77.5807	Basalt	166.25055	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM				pmagpy-2.60	mc203c1 : mc203d1 : mc203g1 : mc203h1:mc203a1											
mc203	McMurdo	4.0	4.0	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	1.8		137.0	77.1	1785.1	5.0	5.0				4.9978	0.0							-77.5807		166.2506	DE-DI:DE-FM	DE-DI:DE-FM		i		pmagpy-2.60	mc203c1 : mc203d1 : mc203g1 : mc203h1:mc203a1							1.7	3.5	-72.4	276.0	5.0
mc203						This study																																									
mc204	McMurdo	0.04	0.05	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.2	A	99.4	-75.8	586.7	5.0		5.0	0.0	n	4.9932	0.0	Extrusive:Igneous	Lava Flow					-77.6402	Phonolite	166.40836000000002	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM				pmagpy-2.60	mc204c1 : mc204h1 : mc204k1 : mc204l1:mc204a1											
mc204	McMurdo	0.04	0.05	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.2		99.4	-75.8	586.7	5.0	5.0				4.9932	0.0							-77.6402		166.4084	DE-DI:DE-FM	DE-DI:DE-FM		i		pmagpy-2.60	mc204c1 : mc204h1 : mc204k1 : mc204l1:mc204a1							2.8	6.2	58.8	287.0	5.0
mc204						This study																																									
mc205	McMurdo	0.368	0.01	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	1.3	A	284.7	-34.6	1716.6	9.0		7.0	2.0	t	8.9959	0.0	Intrusive:Igneous	Volcanic Dike					-77.65666	Basalt	166.72515	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM				pmagpy-2.60	mc205a2 : mc205b1 : mc205c1 : mc205d1 : mc205e1 : mc205h1 : mc205h2 : mc205k1:mc205a1											
mc205	McMurdo	0.368	0.01	Ma	Lisa Tauxe	This study	IE-SPEC																4.716e-05	1.222e-05	25.9	4.0				IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM			mc205h : mc205i : mc205k:mc205b	pmagpy-2.60	mc205h1 : mc205i2 : mc205k1:mc205b1											
mc205	McMurdo	0.368	0.01	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	1.3		284.7	-34.6	1716.6	9.0	9.0				8.9959	0.0							-77.6567		166.7252	DE-DI:DE-FM	DE-DI:DE-FM		i		pmagpy-2.60	mc205a2 : mc205b1 : mc205c1 : mc205d1 : mc205e1 : mc205h1 : mc205h2 : mc205k1:mc205a1							0.3	2.5	21.7	86.9	9.0
mc205						This study																																									
mc206	McMurdo	0.5	0.5	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.3	A	327.6	-32.0	217.6	10.0		8.0	2.0	t	9.9632	0.0	Intrusive:Igneous	Volcanic Dome					-77.66665	Basalt	166.78033	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM				pmagpy-2.60	mc206b1 : mc206c1 : mc206d1 : mc206e1 : mc206f1 : mc206g1 : mc206h1 : mc206i1 : mc206k1:mc206a1											
mc206	McMurdo	0.5	0.5	Ma	Lisa Tauxe	This study	IE-SPEC																7.767e-05	0.0	0.0	1.0				IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM			mc206b	pmagpy-2.60	mc206b1											
mc206	McMurdo	0.5	0.5	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.3		327.6	-32.0	217.6	10.0	10.0				9.9632	0.0							-77.6667		166.7803	DE-DI:DE-FM	DE-DI:DE-FM		i		pmagpy-2.60	mc206b1 : mc206c1 : mc206d1 : mc206e1 : mc206f1 : mc206g1 : mc206h1 : mc206i1 : mc206k1:mc206a1							0.8	6.4	27.6	131.5	10.0
mc206						This study																																									
mc207	McMurdo	4.0	4.0	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	4.3	A	46.8	-70.6	313.2	5.0		5.0	0.0	n	4.9872	0.0	Extrusive:Igneous	Lava Flow					-77.67871	Basalt	166.5173	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM				pmagpy-2.60	mc207d1 : mc207g2 : mc207h2 : mc207k2:mc207a1											
mc207	McMurdo	4.0	4.0	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	4.3		46.8	-70.6	313.2	5.0	5.0				4.9872	0.0							-77.6787		166.5173	DE-DI:DE-FM	DE-DI:DE-FM		i		pmagpy-2.60	mc207d1 : mc207g2 : mc207h2 : mc207k2:mc207a1							2.8	8.3	62.0	229.9	5.0
mc207						This study																																									
mc208	McMurdo	4.0	4.0	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.9	A	38.1	-66.6	315.1	6.0		5.0	1.0	n	5.9857	0.0	Extrusive:Igneous	Lava Flow					-77.66786	Basalt	166.53186000000002	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM				pmagpy-2.60	mc208b1 : mc208c2 : mc208d2 : mc208e2 : mc208f2:mc208a1											
mc208	McMurdo	4.0	4.0	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.9		38.1	-66.6	315.1	6.0	6.0				5.9857	0.0							-77.6679		166.5319	DE-DI:DE-FM	DE-DI:DE-FM		i		pmagpy-2.60	mc208b1 : mc208c2 : mc208d2 : mc208e2 : mc208f2:mc208a1							2.1	7.5	58.1	216.3	6.0
mc208						This study																																									
mc209	McMurdo	4.0	4.0	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.2	A	60.3	-61.6	979.8	6.0		5.0	1.0	n	5.9954	0.0	Extrusive:Igneous	Lava Flow					-77.68544	Basalt	166.36812	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM				pmagpy-2.60	mc209b1 : mc209b2 : mc209c2 : mc209e2 : mc209f1:mc209a1											
mc209	McMurdo	4.0	4.0	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	2.2		60.3	-61.6	979.8	6.0	6.0				5.9954	0.0							-77.6854		166.3681	DE-DI:DE-FM	DE-DI:DE-FM		i		pmagpy-2.60	mc209b1 : mc209b2 : mc209c2 : mc209e2 : mc209f1:mc209a1							1.0	4.2	47.8	238.1	6.0
mc209						This study																																									
mc21	McMurdo	4.0	4.0	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.2	A	329.7	79.3	309.1	8.0		8.0	0.0	r	7.9774	0.0	Extrusive:Igneous	Lava Flow					-78.21	Basalt	166.49	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM				pmagpy-2.60	mc21b : mc21c : mc21d : mc21e : mc21f : mc21g : mc21h:mc21a											
mc21	McMurdo	4.0	4.0	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															4.503e-05	3.422e-06	7.599	4.0				IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-ZI :LP-PI-TRM			mc21b : mc21c : mc21e:mc21a	pmagpy-2.60	mc21b : mc21c : mc21e:mc21a											
mc21	McMurdo	4.0	4.0	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.2		329.7	79.3	309.1	8.0	8.0				7.9774	0.0							-78.21		166.49	DE-DI:DE-FM	DE-DI:DE-FM		i		pmagpy-2.60	mc21b : mc21c : mc21d : mc21e : mc21f : mc21g : mc21h:mc21a							3.5	6.2	-58.6	146.5	8.0
mc21	McMurdo	4.0	4.0	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															4.503e-05	3.422e-06	7.599	4.0	-78.21		166.49	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-ZI :LP-PI-TRM		i	mc21b : mc21c : mc21e:mc21a	pmagpy-2.60	mc21b : mc21c : mc21e:mc21a	5.916e+22	4.0	4.495e+21	6.116e+22	4.0	4.648e+21					
mc21						This study																																									
mc210	McMurdo	4.0	4.0	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	1.9	A	50.0	-69.5	1627.2	5.0		5.0	0.0	n	4.9975	0.0	Intrusive:Igneous	Volcanic Dike					-77.69125	Phonolite	166.3743	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM				pmagpy-2.60	mc210b2 : mc210c2 : mc210e1 : mc210i2:mc210a2											
mc210	McMurdo	4.0	4.0	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	1.9		50.0	-69.5	1627.2	5.0	5.0				4.9975	0.0							-77.6912		166.3743	DE-DI:DE-FM	DE-DI:DE-FM		i		pmagpy-2.60	mc210b2 : mc210c2 : mc210e1 : mc210i2:mc210a2							1.2	3.7	59.8	232.3	5.0
mc210						This study																																									
mc211	McMurdo	4.0	4.0	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.5	A	5.0	-56.0	604.2	7.0		7.0	0.0	n	6.9901	0.0	Extrusive:Igneous	Lava Flow					-77.66147	Phonolite	166.3397	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM				pmagpy-2.60	mc211e1 : mc211e2 : mc211g1 : mc211g2 : mc211h1 : mc211i1:mc211a1											
mc211	McMurdo	4.0	4.0	Ma	Lisa Tauxe	This study	IE-SPEC																8.601e-05	1.529e-05	17.78	2.0				IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM			mc211e:mc211b	pmagpy-2.60	mc211e1:mc211b1											
mc211	McMurdo	4.0	4.0	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	2.5		5.0	-56.0	604.2	7.0	7.0				6.9901	0.0							-77.6615		166.3397	DE-DI:DE-FM	DE-DI:DE-FM		i		pmagpy-2.60	mc211e1 : mc211e2 : mc211g1 : mc211g2 : mc211h1 : mc211i1:mc211a1							1.0	4.8	48.8	172.4	7.0
mc211						This study																																									
mc212	McMurdo	2.6	0.15	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.2	A	43.6	19.2	1207.4	5.0		5.0	0.0	t	4.9967	0.0	Extrusive:Igneous	Lava Flow					-77.56505	Basalt	166.35938000000002	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM				pmagpy-2.60	mc212b2 : mc212c2 : mc212d2 : mc212g2:mc212a1											
mc212	McMurdo	2.6	0.15	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	2.2		43.6	19.2	1207.4	5.0	5.0				4.9967	0.0							-77.565		166.3594	DE-DI:DE-FM	DE-DI:DE-FM		i		pmagpy-2.60	mc212b2 : mc212c2 : mc212d2 : mc212g2:mc212a1							0.5	4.2	-0.8	209.2	5.0
mc212						This study																																									
mc213	McMurdo	2.5	2.5	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	4.3	A	180.6	70.7	323.6	5.0		5.0	0.0	r	4.9876	0.0	Extrusive:Igneous	Lava Flow					-77.22331	Basalt	166.42877	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM				pmagpy-2.60	mc213f2 : mc213g2 : mc213h2 : mc213i2:mc213e2											
mc213	McMurdo	2.5	2.5	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	4.3		180.6	70.7	323.6	5.0	5.0				4.9876	0.0							-77.2233		166.4288	DE-DI:DE-FM	DE-DI:DE-FM		i		pmagpy-2.60	mc213f2 : mc213g2 : mc213h2 : mc213i2:mc213e2							2.9	8.3	-67.8	347.3	5.0
mc213						This study																																									
mc214	McMurdo	2.5	2.5	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	1.0	A	177.5	77.4	2549.0	10.0		10.0	0.0	r	9.9965	0.0	Extrusive:Igneous	Lava Flow					-77.22355	Basalt	166.4294	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM				pmagpy-2.60	mc214b1 : mc214b2 : mc214d1 : mc214d2 : mc214g1 : mc214g2 : mc214h1 : mc214j1 : mc214j2:mc214a2											
mc214	McMurdo	2.5	2.5	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															4.381e-05	3.1260000000000002e-06	7.1339999999999995	5.0				IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM			mc214d : mc214g : mc214h : mc214j:mc214b	pmagpy-2.60	mc214d1 : mc214g1 : mc214h1 : mc214j1:mc214b1											
mc214	McMurdo	2.5	2.5	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	1.0		177.5	77.4	2549.0	10.0	10.0				9.9965	0.0							-77.2236		166.4294	DE-DI:DE-FM	DE-DI:DE-FM		i		pmagpy-2.60	mc214b1 : mc214b2 : mc214d1 : mc214d2 : mc214g1 : mc214g2 : mc214h1 : mc214j1 : mc214j2:mc214a2							1.0	1.9	-78.7	341.2	10.0
mc214	McMurdo	2.5	2.5	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															4.381e-05	3.1260000000000002e-06	7.1339999999999995	5.0	-77.22355		166.4294	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM		i	mc214d : mc214g : mc214h : mc214j:mc214b	pmagpy-2.60	mc214d1 : mc214g1 : mc214h1 : mc214j1:mc214b1	5.771e+22	5.0	4.118e+21	6.056e+22	5.0	4.32e+21					
mc214						This study																																									
mc215	McMurdo	0.342	0.01	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.1	A	341.2	-79.2	590.4	9.0		8.0	1.0	n	8.9873	0.0	Extrusive:Igneous	Lava Flow					-77.4773	Basalt	166.89491	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM				pmagpy-2.60	mc215a2 : mc215b1 : mc215c1 : mc215c2 : mc215d1 : mc215d2 : mc215h2 : mc215i1:mc215a1											
mc215	McMurdo	0.342	0.01	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	2.1		341.2	-79.2	590.4	9.0	9.0				8.9873	0.0							-77.4773		166.8949	DE-DI:DE-FM	DE-DI:DE-FM		i		pmagpy-2.60	mc215a2 : mc215b1 : mc215c1 : mc215c2 : mc215d1 : mc215d2 : mc215h2 : mc215i1:mc215a1							2.4	4.1	80.1	124.7	9.0
mc215						This study																																									
mc216	McMurdo	0.508	0.01	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	5.8	A	345.1	-45.2	135.2	6.0		6.0	0.0	n	5.962999999999999	0.0	Extrusive:Igneous	Lava Flow					-77.42390999999999	Basalt	166.81075	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM				pmagpy-2.60	mc216b1 : mc216f2 : mc216g1 : mc216g2 : mc216h2:mc216a2											
mc216	McMurdo	0.508	0.01	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	5.8		345.1	-45.2	135.2	6.0	6.0				5.962999999999999	0.0							-77.4239		166.8108	DE-DI:DE-FM	DE-DI:DE-FM		i		pmagpy-2.60	mc216b1 : mc216f2 : mc216g1 : mc216g2 : mc216h2:mc216a2							1.8	11.2	38.8	149.7	6.0
mc216						This study																																									
mc217	McMurdo	0.157	0.005	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	4.5	A	285.0	-71.5	129.7	9.0		9.0	0.0	n	8.9383	0.0	Extrusive:Igneous	Lava Flow					-77.50885	Basalt	167.44064	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM				pmagpy-2.60	mc217b1 : mc217b2 : mc217c1 : mc217c2 : mc217d1 : mc217d2 : mc217e1 : mc217e2:mc217a2											
mc217	McMurdo	0.157	0.005	Ma	Lisa Tauxe	This study	IE-SPEC																3.032e-05	4.625e-06	15.25	5.0				IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM			mc217b : mc217c : mc217d : mc217e:mc217a	pmagpy-2.60	mc217b1 : mc217c1 : mc217d1 : mc217e1:mc217a1											
mc217	McMurdo	0.157	0.005	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	4.5		285.0	-71.5	129.7	9.0	9.0				8.9383	0.0							-77.5088		167.4406	DE-DI:DE-FM	DE-DI:DE-FM		i		pmagpy-2.60	mc217b1 : mc217b2 : mc217c1 : mc217c2 : mc217d1 : mc217d2 : mc217e1 : mc217e2:mc217a2							3.1	8.7	57.4	73.3	9.0
mc217						This study																																									
mc218	McMurdo	0.026000000000000002	0.005	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	5.8	A	348.6	-82.0	108.2	7.0		7.0	0.0	n	6.9446	0.0	Extrusive:Igneous	Lava Flow					-77.56218	Basalt	166.97756	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM				pmagpy-2.60	mc218d1 : mc218d2 : mc218i1 : mc218i2 : mc218j1 : mc218j2:mc218b2											
mc218	McMurdo	0.026000000000000002	0.005	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															3.43e-05	2.48e-06	7.231	5.0				IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:SM-TTEST:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD : SM-TTEST :LP-PI-TRM			mc218b : mc218d : mc218i : mc218j:mc218a	pmagpy-2.60	mc218b1 : mc218d1 : mc218i1 : mc218j1:mc218a1											
mc218	McMurdo	0.026000000000000002	0.005	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	5.8		348.6	-82.0	108.2	7.0	7.0				6.9446	0.0							-77.5622		166.9776	DE-DI:DE-FM	DE-DI:DE-FM		i		pmagpy-2.60	mc218d1 : mc218d2 : mc218i1 : mc218i2 : mc218j1 : mc218j2:mc218b2							9.0	11.2	85.7	121.0	7.0
mc218	McMurdo	0.026000000000000002	0.005	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															3.43e-05	2.48e-06	7.231	5.0	-77.56218		166.97756	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:SM-TTEST:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD : SM-TTEST :LP-PI-TRM		i	mc218b : mc218d : mc218i : mc218j:mc218a	pmagpy-2.60	mc218b1 : mc218d1 : mc218i1 : mc218j1:mc218a1	4.514e+22	5.0	3.264e+21	4.562e+22	5.0	3.299e+21					
mc218						This study																																									
mc219	McMurdo	1.334	0.122	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	1.8	A	226.9	75.2	862.2	9.0		9.0	0.0	r	8.9907	0.0	Extrusive:Igneous	Lava Flow					-77.84783	Basalt	166.67453	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM				pmagpy-2.60	mc219a2 : mc219b2 : mc219c1 : mc219c2 : mc219d1 : mc219d2 : mc219e1 : mc219e2:mc219a1											
mc219	McMurdo	1.334	0.122	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															3.025e-05	3.8069999999999997e-06	12.59	4.0				IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM			mc219c : mc219d : mc219e:mc219a	pmagpy-2.60	mc219c1 : mc219d1 : mc219e1:mc219a1											
mc219	McMurdo	1.334	0.122	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	1.8		226.9	75.2	862.2	9.0	9.0				8.9907	0.0							-77.8478		166.6745	DE-DI:DE-FM	DE-DI:DE-FM		i		pmagpy-2.60	mc219a2 : mc219b2 : mc219c1 : mc219c2 : mc219d1 : mc219d2 : mc219e1 : mc219e2:mc219a1							1.5	3.5	-68.7	56.4	9.0
mc219	McMurdo	1.334	0.122	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															3.025e-05	3.8069999999999997e-06	12.59	4.0	-77.84783		166.67453	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM		i	mc219c : mc219d : mc219e:mc219a	pmagpy-2.60	mc219c1 : mc219d1 : mc219e1:mc219a1	3.978e+22	4.0	5.006e+21	4.277e+22	4.0	5.382e+21					
mc219						This study																																									
mc22	McMurdo					This study															Extrusive:Igneous	Lava Flow					-78.2	Basalt	166.54																		
mc22						This study																																									
mc220	McMurdo	0.531	0.02	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.1	A	21.9	-82.9	516.1	10.0		10.0	0.0	n	9.9826	0.0	Extrusive:Igneous	Lava Flow					-77.45702	Basalt	166.91009	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM				pmagpy-2.60	mc220a2 : mc220b1 : mc220b2 : mc220c1 : mc220c2 : mc220d1 : mc220d2 : mc220e1 : mc220f2:mc220a1											
mc220	McMurdo	0.531	0.02	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															5.394e-05	1.238e-06	2.295	4.0				IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:SM-TTEST:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD : SM-TTEST :LP-PI-TRM			mc220c : mc220d : mc220e:mc220b	pmagpy-2.60	mc220c1 : mc220d1 : mc220e1:mc220b1											
mc220	McMurdo	0.531	0.02	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	2.1		21.9	-82.9	516.1	10.0	10.0				9.9826	0.0							-77.457		166.9101	DE-DI:DE-FM	DE-DI:DE-FM		i		pmagpy-2.60	mc220a2 : mc220b1 : mc220b2 : mc220c1 : mc220c2 : mc220d1 : mc220d2 : mc220e1 : mc220f2:mc220a1							3.7	4.1	84.8	251.7	10.0
mc220	McMurdo	0.531	0.02	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															5.394e-05	1.238e-06	2.295	4.0	-77.45702		166.91009	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:SM-TTEST:LP-PI-TRM	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD : SM-TTEST :LP-PI-TRM		i	mc220c : mc220d : mc220e:mc220b	pmagpy-2.60	mc220c1 : mc220d1 : mc220e1:mc220b1	7.101e+22	4.0	1.629e+21	7.132e+22	4.0	1.636e+21					
mc220						This study																																									
mc221	McMurdo	0.121	0.005	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.2	A	275.7	-82.8	470.3	6.0		5.0	1.0	n	5.9904	0.0	Extrusive:Igneous	Lava Flow					-77.5161	Basalt	166.79804	DA-DIR-GEO:DE-FM	DA-DIR-GEO:DE-FM				pmagpy-2.60	mc221c1 : mc221d2 : mc221h2 : mc221i2 : mc221j2:mc221b1											
